cloud_cover,diurnal _temp,frost_frequency,evo_transpiration,vapour_pressure,wetday_frequency,elevation,lumpy_disease
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
49.2,10.2,0.19,2.1,10.9,13.46,151,1
57.2,8.1,0.15,1.7,11,15.38,167,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
49.2,10.2,0.19,2.1,10.9,13.46,151,1
49.2,10.2,0.19,2.1,10.9,13.46,151,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
39.9,10.9,2.17,2.2,9.3,7.44,181,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
72,8.2,28.84,0.6,3.4,11.59,186,1
83.1,11,0,2.9,19.3,16.77,198,1
49.1,8.8,1.31,1.8,9.9,10.99,205,1
56.2,8.2,1.21,1.6,10,13.09,159,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
44.4,10.1,0.45,2.2,10.1,10.21,148,1
50.5,9.1,1.01,1.8,10.2,13.65,160,1
44.4,10.1,0.45,2.2,10.1,10.21,148,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
50.5,9.1,1.01,1.8,10.2,13.65,160,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
54,8.3,0.74,1.7,10.4,14.83,191,1
54,8.3,0.74,1.7,10.4,14.83,191,1
61.1,7.6,0.11,1.7,10.7,16.59,161,1
61.1,7.6,0.11,1.7,10.7,16.59,161,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
56.2,8.2,1.21,1.6,10,13.09,159,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
56.2,8.2,1.21,1.6,10,13.09,159,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
61.1,8.4,5.23,1.5,8.7,14.33,187,1
57.2,8.1,0.15,1.7,11,15.38,167,1
57.2,8.1,0.15,1.7,11,15.38,167,1
41.9,14.8,0,4.3,11.4,0,185,1
41.9,14.8,0,4.3,11.4,0,185,1
42.7,14.5,0,4.4,13,0,193,1
42.9,15.3,0,4.4,11.7,0,170,1
41.9,14.8,0,4.3,11.4,0,185,1
42.9,15.3,0,4.4,11.7,0,170,1
44.1,5,0,4.1,26.4,7.45,151,1
49.7,6.4,0,4,26.2,6.9,151,1
47.4,9.1,0,4.3,25.2,3.56,147,1
47.4,9.1,0,4.3,25.2,3.56,147,1
47.4,9.1,0,4.3,25.2,3.56,147,1
47.4,9.1,0,4.3,25.2,3.56,147,1
44.1,5,0,4.1,26.4,7.45,151,1
49.7,6.4,0,4,26.2,6.9,151,1
47.4,9.1,0,4.3,25.2,3.56,147,1
47.4,9.1,0,4.3,25.2,3.56,147,1
47.4,9.1,0,4.3,25.2,3.56,147,1
47.4,9.1,0,4.3,25.2,3.56,147,1
48.6,6.9,0,2.6,15.3,1.64,145,1
43.8,9.9,31,0.7,0.7,1.22,184,1
88.1,3.9,3.39,1.4,7.2,9.12,169,1
35,9.6,30.12,1.5,1,0.25,151,1
28.8,9.4,31,0.3,0.6,0.71,180,1
50.5,9.1,26.96,1.4,1.9,4.71,177,1
78.7,4.5,12.86,1,5.8,11.53,157,1
48.6,6.9,0,2.6,15.3,1.64,145,1
86.3,3.6,0.74,1.5,8.7,8.57,173,1
86.2,3.3,0,1.6,10.1,8.51,152,1
86.3,3.8,0.06,1.6,9.9,7.56,168,1
88.6,3.8,0.52,1.5,8.9,8.3,175,1
87.8,3.7,0.52,1.5,8.9,8.08,169,1
22.5,12,0,2.5,15.2,0.21,151,1
66.4,6.9,0.83,2.1,8.7,3.87,141,1
42.5,10.5,0,3.5,22.6,1,158,1
88.6,3.8,0.52,1.5,8.9,8.3,175,1
86.2,3.3,0,1.6,10.1,8.51,152,1
86.2,3.3,0,1.6,10.1,8.51,152,1
86.2,3.3,0,1.6,10.1,8.51,152,1
27.3,13.6,0.08,2.3,13,0.98,158,1
36.9,13.6,0,2.4,15.5,0.14,192,1
36.5,12.3,0.04,1.8,13.3,0.6,148,1
33.9,11.7,0,1.8,13.4,0.65,151,1
34.7,9.8,17.39,1.3,7,0.49,150,1
36.5,12.3,0.04,1.8,13.3,0.6,148,1
36.5,12.3,0.04,1.8,13.3,0.6,148,1
33.9,11.7,0,1.8,13.4,0.65,151,1
33.9,11.7,0,1.8,13.4,0.65,151,1
36.5,12.3,0.04,1.8,13.3,0.6,148,1
49.8,6.9,31,0.1,1.2,5.95,150,1
53.6,7.5,31,0,1.1,8.68,155,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
50.6,6.4,31,0.1,1.2,5.45,143,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
32,13.6,12.33,1.9,7.9,20.83,218,1
31.5,14.7,21.02,1.5,6.3,1.04,176,1
33.7,14.5,10.02,1.6,8.8,0.6,210,1
27.5,13,0.66,1.8,11.4,0.69,113,1
33.4,13.8,20.01,1.5,5.4,1.51,178,1
24.4,12.4,0,4.2,16.8,0,181,1
13.6,13.3,0,3.7,15.4,0.03,164,1
60.6,9.7,31,0.1,1.1,6.09,159,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
28.6,13.4,1.21,1.7,11.5,0.72,150,1
22.7,13.2,0.01,1.9,12.6,0.54,150,1
30.9,13.4,1.31,1.7,11.1,0.67,169,1
84.6,4.5,6.71,1.4,6.6,10.18,192,1
84.6,4.5,6.71,1.4,6.6,10.18,192,1
84.6,4.5,6.71,1.4,6.6,10.18,192,1
84.6,4.5,6.71,1.4,6.6,10.18,192,1
84.6,4.5,6.71,1.4,6.6,10.18,192,1
34,12.6,1.11,1.7,12.2,0.48,156,1
68.6,5.5,21.02,1.3,4,12.02,133,1
64.7,6.2,23.91,1.4,3.4,11.12,154,1
67.3,7.3,5.64,1.9,7,5.23,141,1
79.5,4.2,16.06,1.3,4.6,10.54,186,1
72.4,5.8,1.91,1.8,8.5,5.03,145,1
78.6,5.6,10.78,1.5,5.2,8.17,168,1
78.4,6.5,11.04,1.5,5.6,7.88,175,1
71.6,6,4.45,1.4,7.8,18.11,197,1
56.6,15,31,0.6,0,1.51,195,0
55.5,15.3,31,0.6,0,1.75,235,0
54.3,15.5,31,0.7,0,2.09,214,0
54.5,15.6,31,0.7,0,2.56,241,0
51.6,15.8,31,0.7,0,2.99,234,0
51.5,15.9,31,0.7,0,3.34,234,0
50.1,16,31,0.7,0,3.43,223,0
48.9,15.9,31,0.7,0,3.5,237,0
48.9,15.8,31,0.7,0,3.4,201,0
47.6,15.9,31,0.7,0,3.5,228,0
45.3,15.4,31,0.7,0.1,3.3,211,0
46,15.2,31,0.7,0.1,3.2,239,0
44.1,15.4,31,0.7,0.1,3.6,229,0
41.7,15.3,31,0.7,0.1,3.49,223,0
40.7,15,31,0.7,0.2,3.48,240,0
40.3,14.4,31,0.7,0.2,3.4,206,0
40.3,14.1,31,0.7,0.2,2.76,223,0
38.8,14,31,0.8,0.2,2.18,224,0
38.5,14.2,31,0.7,0.2,0.71,240,0
39.3,14.2,31,0.8,0.2,0.66,224,0
38.7,13.9,31,0.8,0.2,0.65,232,0
39.2,14.3,31,0.7,0.2,0.7,211,0
38.4,14.5,31,0.7,0.2,0.77,225,0
35.1,15,31,0.8,0.1,0.83,232,0
37,14.8,31,0.8,0.1,0.87,231,0
38.7,14.2,31,0.9,0.1,0.95,222,0
38.6,14.1,31,0.9,0.1,1.01,216,0
38.9,14.1,31,0.9,0.1,1.06,173,0
40.5,14.3,31,0.9,0.1,1.12,183,0
40.2,14.5,31,0.8,0.1,0.93,238,0
40.3,14.4,31,0.8,0.1,1.9,204,0
40.4,14.4,31,0.8,0.1,1.09,229,0
40,14.8,31,0.8,0.1,2.38,227,0
40,14.7,31,0.9,0.1,2.39,220,0
74.2,7.9,26.19,0.9,3,4.34,184,0
74.8,8,27.84,0.8,3.1,2.04,148,0
70.9,8.7,30.88,1,0.1,4.56,237,0
68.4,9.5,31,0.9,0,4.53,244,0
66.4,10.2,31,0.9,0,4.36,168,0
63.5,10.7,31,0.9,0,3.72,137,0
62.9,11.4,31,0.9,0,2.16,175,0
61.1,12.1,31,0.8,0,2.19,218,0
60.4,12.8,31,0.8,0,1.91,77,0
58.3,13.2,31,0.8,0,1.29,192,0
57.5,14,31,0.7,0,0.88,213,0
57,14.5,31,0.6,0,0.68,114,0
55.4,14.9,31,0.7,0,0.64,242,0
54.1,15.1,31,0.7,0,0.73,228,0
54.1,15.4,31,0.7,0,0.95,190,0
52.7,15.6,31,0.7,0,1.33,240,0
52.7,15.8,31,0.7,0,1.84,228,0
51.4,15.9,31,0.7,0.1,2.46,197,0
50,16,31,0.7,0,2.85,226,0
50,15.9,31,0.7,0.1,3.22,217,0
48.9,15.8,31,0.7,0.1,3.48,247,0
49,15.7,31,0.7,0.1,3.5,194,0
48,15.6,31,0.7,0.1,3.5,224,0
48.6,15.5,31,0.7,0.1,3.5,229,0
46.1,15.3,31,0.7,0.2,3.26,189,0
45.3,15,31,0.7,0.2,3.45,228,0
43.2,14.7,31,0.7,0.2,3.34,234,0
42.3,14.4,31,0.8,0.2,3.37,203,0
40.2,14.4,31,0.7,0.2,3.36,220,0
39.9,14.4,31,0.7,0.2,3.22,228,0
39.5,13.8,31,0.8,0.2,2.33,214,0
39.1,13.6,31,0.8,0.1,0.8,210,0
38.4,13.9,31,0.7,0.2,0.8,238,0
38.3,14.1,31,0.8,0.2,0.84,228,0
38.2,14.4,31,0.7,0.2,0.9,231,0
38.1,15.1,31,0.8,0.2,0.97,215,0
35.3,15.5,31,0.8,0.2,1.01,219,0
39.3,15.7,31,0.8,0.5,0.98,228,0
39,15.1,31,0.8,0.4,1.04,185,0
38.6,15,31,0.9,0.1,1.08,183,0
38.1,14.8,31,0.9,0.1,1.03,205,0
39.3,15,31,0.8,0.1,1.03,228,0
39.3,14.9,31,0.8,0.1,1.05,232,0
40.5,14.9,31,0.8,0.1,2.03,218,0
39.4,15.2,31,0.7,0.1,2.36,226,0
39.9,15.2,31,0.8,0.1,2.44,197,0
40,15.3,31,0.7,0.1,2.41,231,0
72.9,8.3,24.15,1,3.6,4.02,207,0
72.6,8.1,26.58,1,2.8,2.33,182,0
72.5,8.4,27.23,0.8,3.4,2.38,198,0
68.9,9.2,30.82,1.1,0,2.13,162,0
66.9,10.1,31,1,0,2.18,132,0
63.9,10.6,31,0.9,0,2.01,237,0
62.8,11.4,31,0.9,0,2.14,104,0
62.4,12.1,31,0.8,0,2.25,113,0
60.4,12.8,31,0.9,0,1.62,192,0
58,13.3,31,0.9,0,0.9,203,0
56.8,13.8,31,0.8,0,0.41,224,0
54.7,14.4,31,0.8,0,0.2,208,0
54.1,15,31,0.8,0,0.19,137,0
53.8,15.2,31,0.8,0,0.26,191,0
52.6,15.5,31,0.7,0,0.44,237,0
52.5,15.7,31,0.8,0,0.76,229,0
51.2,15.8,31,0.8,0,1.27,235,0
51.1,15.9,31,0.8,0.1,1.98,235,0
49.8,15.9,31,0.8,0.1,2.51,235,0
48.7,15.9,31,0.8,0.1,3.06,228,0
49,15.8,31,0.8,0.1,3.19,198,0
48,15.6,31,0.8,0.1,3.2,197,0
47.8,15.6,31,0.8,0.1,3.1,222,0
47.4,15.5,31,0.8,0.1,3.19,212,0
47.1,15.1,31,0.7,0.2,2.96,223,0
45.4,14.5,31,0.8,0.2,2.63,213,0
41.2,14.1,31,0.8,0.3,2.66,237,0
40.9,14,31,0.8,0.3,3.18,199,0
40.5,13.5,31,0.9,0.3,2.75,228,0
40.2,13.6,31,0.8,0.3,3.07,223,0
39.6,13.7,31,0.8,0.2,3.14,194,0
38.5,13.9,31,0.7,0.2,1.71,193,0
37.5,13.7,31,0.8,0.2,0.88,220,0
37.7,14.1,31,0.8,0.1,0.93,240,0
37.6,14.5,31,0.8,0.1,1,233,0
37.5,15.3,31,0.9,0.1,1.07,231,0
37.5,15.6,31,0.9,0.2,1.09,220,0
38,16.1,31,0.9,0.3,1.08,212,0
39.1,15.7,31,0.9,0.2,1.08,203,0
38.8,15.4,31,0.9,0.2,1.08,226,0
38.5,15.2,31,0.8,0.2,1.08,229,0
38.2,15.4,31,0.7,0.2,1.08,228,0
38.9,15.3,31,0.7,0.2,1.07,172,0
39.6,15.1,31,0.9,0.1,2.33,229,0
40.5,15,31,0.9,0.1,1.25,208,0
40.6,15.2,31,0.8,0.1,2.43,223,0
41.6,15.3,31,0.9,0.1,1.16,220,0
64.7,11.4,14.99,1,6.6,2.18,151,0
69.6,9.2,22.97,1,4.6,2.48,143,0
67.9,9.1,24.49,0.9,4.6,2.63,179,0
67.4,8.9,27.67,0.9,2.8,2.42,162,0
65.6,9.5,30.38,1.2,0.4,2.13,173,0
64,10.6,31,1,0,2.13,210,0
62.7,11.3,31,0.9,0,2.18,247,0
62.5,12,31,0.9,0,1.99,237,0
61.8,12.8,31,0.8,0,1.35,168,0
59.4,13.3,31,0.9,0,3.84,116,0
56.7,13.9,31,0.9,0,3.96,242,0
53.9,14.5,31,0.9,0,3.84,199,0
54.2,15,31,0.9,0,3.85,241,0
53.4,15.2,31,0.9,0,3.98,232,0
51.1,15.5,31,0.9,0,3.9,184,0
51,15.7,31,0.8,0,0.45,229,0
50.9,15.8,31,0.8,0,0.92,201,0
49.5,15.8,31,0.8,0.1,1.55,219,0
49.6,15.9,31,0.8,0.2,2.26,224,0
48.9,15.9,31,0.8,0.2,2.93,217,0
49.2,15.7,31,0.8,0.2,3.37,236,0
48.4,15.8,31,0.8,0.2,3.4,212,0
48.1,15.6,31,0.8,0.2,3.06,141,0
48.4,15,31,0.9,0.2,2.85,242,0
46.5,14.8,31,0.9,0.2,2.38,196,0
41.7,14.5,31,0.9,0.2,2.29,234,0
40.9,14.4,31,0.9,0.2,2.51,238,0
40.6,13.9,31,0.9,0.3,2.54,217,0
39,13.2,31,0.9,0.3,2.58,228,0
38.6,13.3,31,0.8,0.3,2.71,188,0
37.9,13.2,31,0.8,0.3,1.8,225,0
