CC,DT,FF,ET,TEMP,VP,WDF,LUMPY
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
61.4,7.6,1.11,1.5,11.6,7.5,11.75,1
67.6,7.4,20.52,0.9,2.7,5,11.9,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
61.4,7.6,1.11,1.5,11.6,7.5,11.75,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
70.5,5.9,3.06,1.4,9.2,8.1,15.46,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
54.5,10.3,10.02,1,8.1,8.5,13.97,1
54.5,10.3,10.02,1,8.1,8.5,13.97,1
72.1,7.2,27.23,0.6,-2.4,3.8,13.1,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
70.5,5.9,3.06,1.4,9.2,8.1,15.46,1
70.5,5.9,3.06,1.4,9.2,8.1,15.46,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
65.9,6.8,5.85,1.1,8.2,6.9,13.17,1
69.2,6.8,25.47,0.7,-0.8,4.2,11.42,1
72,8.2,28.84,0.6,-3.9,3.4,11.59,1
62.9,8.3,18.45,1,4,6,10.89,1
70.9,8.3,28.25,0.7,-3,3.5,12.69,1
66.6,7.3,15.52,1,4.5,5.8,11.88,1
41,10.3,0,2.3,15.5,12.3,2.73,1
33.8,13.1,1.66,2.7,13.8,10.2,1.04,1
40.1,10.4,0,2.2,15.3,12.2,2.23,1
33.8,13.1,1.66,2.7,13.8,10.2,1.04,1
40.1,10.4,0,2.2,15.3,12.2,2.23,1
40.1,11.2,0.15,2.1,14.8,11.9,1.49,1
44,11.4,4.64,1.6,11.1,10,6.13,1
44,11.4,4.64,1.6,11.1,10,6.13,1
54.5,10.3,10.02,1,8.1,8.5,13.97,1
44,11.4,4.64,1.6,11.1,10,6.13,1
44,11.4,4.64,1.6,11.1,10,6.13,1
44,11.4,4.64,1.6,11.1,10,6.13,1
44,11.4,4.64,1.6,11.1,10,6.13,1
54.5,10.3,10.02,1,8.1,8.5,13.97,1
54.5,10.3,10.02,1,8.1,8.5,13.97,1
44,11.7,5.85,1.6,10.6,9.6,6.08,1
44,11.4,4.64,1.6,11.1,10,6.13,1
54.5,10.3,10.02,1,8.1,8.5,13.97,1
71.8,7.5,28.32,0.6,-3.5,3.4,11.6,1
54.5,8.5,27.14,0.6,-1.6,4.4,10.8,1
70.9,8.3,28.25,0.7,-3,3.5,12.69,1
62.9,8.3,18.45,1,4,6,10.89,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
49.2,10.2,0.19,2.1,14.2,10.9,13.46,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
49.2,10.2,0.19,2.1,14.2,10.9,13.46,1
49.2,10.2,0.19,2.1,14.2,10.9,13.46,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
39.9,10.9,2.17,2.2,12.3,9.3,7.44,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
72,8.2,28.84,0.6,-3.9,3.4,11.59,1
83.1,11,0,2.9,21.1,19.3,16.77,1
49.1,8.8,1.31,1.8,12,9.9,10.99,1
56.2,8.2,1.21,1.6,11.8,10,13.09,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
44.4,10.1,0.45,2.2,13.6,10.1,10.21,1
50.5,9.1,1.01,1.8,12.4,10.2,13.65,1
44.4,10.1,0.45,2.2,13.6,10.1,10.21,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
50.5,9.1,1.01,1.8,12.4,10.2,13.65,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
54,8.3,0.74,1.7,12.3,10.4,14.83,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
61.1,7.6,0.11,1.7,13.1,10.7,16.59,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
56.2,8.2,1.21,1.6,11.8,10,13.09,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
56.2,8.2,1.21,1.6,11.8,10,13.09,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
61.1,8.4,5.23,1.5,9.3,8.7,14.33,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
57.2,8.1,0.15,1.7,13.2,11,15.38,1
41.9,14.8,0,4.3,23.7,11.4,0,1
41.9,14.8,0,4.3,23.7,11.4,0,1
42.7,14.5,0,4.4,24.1,13,0,1
42.9,15.3,0,4.4,24.6,11.7,0,1
41.9,14.8,0,4.3,23.7,11.4,0,1
42.9,15.3,0,4.4,24.6,11.7,0,1
44.1,5,0,4.1,26.4,26.4,7.45,1
49.7,6.4,0,4,26.4,26.2,6.9,1
47.4,9.1,0,4.3,26.1,25.2,3.56,1
47.4,9.1,0,4.3,26.1,25.2,3.56,1
47.4,9.1,0,4.3,26.1,25.2,3.56,1
47.4,9.1,0,4.3,26.1,25.2,3.56,1
44.1,5,0,4.1,26.4,26.4,7.45,1
49.7,6.4,0,4,26.4,26.2,6.9,1
47.4,9.1,0,4.3,26.1,25.2,3.56,1
47.4,9.1,0,4.3,26.1,25.2,3.56,1
47.4,9.1,0,4.3,26.1,25.2,3.56,1
47.4,9.1,0,4.3,26.1,25.2,3.56,1
48.6,6.9,0,2.6,17.9,15.3,1.64,1
43.8,9.9,31,0.7,-8.8,0.7,1.22,1
88.1,3.9,3.39,1.4,8,7.2,9.12,1
35,9.6,30.12,1.5,-5.4,1,0.25,1
28.8,9.4,31,0.3,-22.1,0.6,0.71,1
50.5,9.1,26.96,1.4,-1.1,1.9,4.71,1
78.7,4.5,12.86,1,4.1,5.8,11.53,1
48.6,6.9,0,2.6,17.9,15.3,1.64,1
86.3,3.6,0.74,1.5,10,8.7,8.57,1
86.2,3.3,0,1.6,11.9,10.1,8.51,1
86.3,3.8,0.06,1.6,11.4,9.9,7.56,1
88.6,3.8,0.52,1.5,10.4,8.9,8.3,1
87.8,3.7,0.52,1.5,10.3,8.9,8.08,1
22.5,12,0,2.5,19.8,15.2,0.21,1
66.4,6.9,0.83,2.1,11.5,8.7,3.87,1
42.5,10.5,0,3.5,23.5,22.6,1,1
88.6,3.8,0.52,1.5,10.4,8.9,8.3,1
86.2,3.3,0,1.6,11.9,10.1,8.51,1
86.2,3.3,0,1.6,11.9,10.1,8.51,1
86.2,3.3,0,1.6,11.9,10.1,8.51,1
27.3,13.6,0.08,2.3,16.2,13,0.98,1
36.9,13.6,0,2.4,17.6,15.5,0.14,1
36.5,12.3,0.04,1.8,15.7,13.3,0.6,1
33.9,11.7,0,1.8,16,13.4,0.65,1
34.7,9.8,17.39,1.3,5.1,7,0.49,1
36.5,12.3,0.04,1.8,15.7,13.3,0.6,1
36.5,12.3,0.04,1.8,15.7,13.3,0.6,1
33.9,11.7,0,1.8,16,13.4,0.65,1
33.9,11.7,0,1.8,16,13.4,0.65,1
36.5,12.3,0.04,1.8,15.7,13.3,0.6,1
49.8,6.9,31,0.1,-19.9,1.2,5.95,1
53.6,7.5,31,0,-23.1,1.1,8.68,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
50.6,6.4,31,0.1,-18.3,1.2,5.45,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
32,13.6,12.33,1.9,8.9,7.9,20.83,1
31.5,14.7,21.02,1.5,6.2,6.3,1.04,1
33.7,14.5,10.02,1.6,10.2,8.8,0.6,1
27.5,13,0.66,1.8,14.8,11.4,0.69,1
33.4,13.8,20.01,1.5,6.1,5.4,1.51,1
24.4,12.4,0,4.2,22.3,16.8,0,1
13.6,13.3,0,3.7,22.9,15.4,0.03,1
60.6,9.7,31,0.1,-21.1,1.1,6.09,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
72.4,5.8,1.91,1.8,10,8.5,5.03,1
28.6,13.4,1.21,1.7,14.4,11.5,0.72,1
22.7,13.2,0.01,1.9,16.4,12.6,0.54,1
30.9,13.4,1.31,1.7,14.3,11.1,0.67,1
84.6,4.5,6.71,1.4,6.6,6.6,10.18,1
84.6,4.5,6.71,1.4,6.6,6.6,10.18,1
84.6,4.5,6.71,1.4,6.6,6.6,10.18,1
84.6,4.5,6.71,1.4,6.6,6.6,10.18,1
84.6,4.5,6.71,1.4,6.6,6.6,10.18,1
34,12.6,1.11,1.7,14.1,12.2,0.48,1
68.6,5.5,21.02,1.3,1.6,4,12.02,1
64.7,6.2,23.91,1.4,0.3,3.4,11.12,1
67.3,7.3,5.64,1.9,8.5,7,5.23,1
